average_price,total_volume,small_sold,large_sold,x_large_sold,total_bags,small_bags,large_bags,x_large_bags,type,year,region,month,ratio_small_sold,ratio_large_sold,ratio_x_large_sold,ratio_small_bags,ratio_large_bags,ratio_x_large_bags
0.76,1162026.04,538380.61,327365.45,121838.72,174441.26,62893.05,103044.88,8503.33,conventional,2016,Houston,March,0.4633120011665143,0.28171954735196814,0.10485024931110838,0.36053998922044017,0.5907139171088308,0.048746093670729046
0.76,1136963.49,585649.37,247461.63,185545.01,118307.48,63280.13,48440.68,6586.67,conventional,2016,Houston,March,0.5150995393880238,0.2176513425246399,0.1631934636705001,0.5348785216285563,0.4094473147429055,0.055674163628538116
0.76,1091432.18,698789.73,182050.77,86477.82,124113.86,77568.68,39418.51,7126.67,conventional,2016,Houston,March,0.6402502535704967,0.1667998922296757,0.07923334274420973,0.624979998204874,0.31759958154552603,0.05742042024959984
0.76,1048304.1,674833.15,180298.41,85511.83,107660.71,77330.09,24043.95,6286.67,conventional,2016,Houston,February,0.6437379668743068,0.1719905607542697,0.08157158786272037,0.7182758686989895,0.22333077684514618,0.05839335445586417
0.8,966990.9,566062.35,200934.84,90645.64,109348.07,64626.95,38634.45,6086.67,conventional,2016,Houston,February,0.5853853950435314,0.20779393063574847,0.09373991006533773,0.5910204908051875,0.35331624966037345,0.055663259534438965
0.67,1191352.2,518192.1,334137.36,210029.3,128993.44,67726.6,55041.28,6225.56,conventional,2016,Houston,February,0.434961298598349,0.2804689998474003,0.1762948857609026,0.5250391027636755,0.42669828791293574,0.04826260932338885
0.69,1323490.25,528669.72,424427.32,203797.87,166595.34,71538.94,75749.73,19306.67,conventional,2016,Houston,February,0.3994511633160879,0.3206879083544439,0.15398516913894908,0.4294174134762713,0.4546929704036139,0.11588961612011475
0.74,1131583.12,484446.28,348542.55,161506.54,137087.75,68193.77,46086.21,22807.77,conventional,2016,Houston,January,0.4281137385647817,0.30801321073082105,0.14272618347293833,0.4974461248360995,0.3361803662252827,0.1663735089386178
0.91,867294.64,259465.21,363892.04,79193.39,164744,83636.33,63963.23,17144.44,conventional,2016,Houston,January,0.2991661634159298,0.4195714157763041,0.09131082604177053,0.5076745131840917,0.38825832807264604,0.10406715874326226
0.83,1071138.98,447913.43,369479.18,116440.7,137305.67,82818.41,50110.59,4376.67,conventional,2016,Houston,January,0.4181655586840841,0.3449404670157742,0.10870736867404451,0.6031681721519584,0.36495645081517747,0.03187537703286397
0.84,1095287.56,434471.89,437751.47,85368.8,137695.4,78471.38,58067.35,1156.67,conventional,2016,Houston,January,0.3966738104831575,0.39966807438221974,0.07794190595938111,0.5698910784238254,0.42170871358084583,0.008400207995328821
0.78,1061566.78,356962.48,454200.44,113069.09,137334.77,87330.27,49677.83,326.67,conventional,2016,Houston,January,0.3362600325530156,0.4278585658077959,0.10651151875720903,0.635893372086326,0.3617279877484777,0.0023786401651963306
1.13,135848.61,9560.82,59100.87,1962.89,65224.03,39632.2,25547.03,44.8,conventional,2016,Indianapolis,December,0.07037848970261823,0.4350495010585681,0.014449098890301493,0.6076318804587818,0.3916812561260014,6.868634152167537e-4
1.19,122035.89,9114,56820.04,1973.93,54127.92,33414.95,20669.06,43.91,conventional,2016,Indianapolis,December,0.07468294777872313,0.46560106211377655,0.0161749957328127,0.6173329771400785,0.3818557964170802,8.112264428413285e-4
1.17,133480.18,10029.3,61398.63,2771.39,59280.86,38874.39,20249.59,156.88,conventional,2016,Indianapolis,December,0.07513699786739873,0.4599831225879378,0.020762558156574257,0.6557662962379426,0.34158731840260076,0.002646385359456661
1.18,144732.39,9441.16,70441.52,5143.87,59705.84,34658.44,24180.2,867.2,conventional,2016,Indianapolis,December,0.06523183925864831,0.4867018364030332,0.03554055868213051,0.5804865989658634,0.4049888587113087,0.014524542322828054
1.34,103728.7,8422.19,43655.05,1231.47,50419.99,26198.63,24221.36,0,conventional,2016,Indianapolis,November,0.0811944042487759,0.4208579689131359,0.011872027703036865,0.5196079967489086,0.4803920032510915,0
1.29,124674.05,9062.48,52842.3,1517.4,61251.87,28999.98,32251.89,0,conventional,2016,Indianapolis,November,0.07268938483990854,0.42384361460945563,0.012170936935152104,0.47345460636548725,0.5265453936345127,0
1.29,127579.36,8852.56,56481.59,1724.7,60520.51,31532.27,28946.57,41.67,conventional,2016,Indianapolis,November,0.06938865346244094,0.4427173016074073,0.013518644395143541,0.5210179160750628,0.4782935570106729,6.885269142642718e-4
1.37,126205.09,9100.1,55557.73,1578.23,59969.03,30459.11,29180.53,329.39,conventional,2016,Indianapolis,November,0.07210564962158024,0.44021782322725656,0.012505280096072196,0.5079140016104979,0.48659332992379567,0.005492668465706382
1.2,139574.84,9278.4,61450.22,1682.81,67163.41,26068.96,41094.45,0,conventional,2016,Indianapolis,October,0.06647616432875725,0.4402671713612568,0.012056685861148041,0.3881422935494192,0.6118577064505807,0
1.31,142946.23,7986.6,65584.52,2219.92,67155.19,28373.94,38779.76,1.49,conventional,2016,Indianapolis,October,0.05587135806239871,0.4588055242869994,0.015529755489179392,0.42251298819942285,0.5774648243866185,2.21874139586233e-5
1.27,138921.48,10968.01,60049.75,1952.54,65951.18,35703.64,30247.54,0,conventional,2016,Indianapolis,October,0.0789511456399687,0.43225676835576465,0.01405498991228714,0.5413646882436373,0.45863531175636285,0
1.2,143911.76,11357.01,61269.72,2173.86,69111.17,36546.8,32111.39,452.98,conventional,2016,Indianapolis,October,0.07891648326724654,0.4257450537746185,0.015105506318594116,0.5288117680542813,0.4646338645402762,0.006554367405442565
1.31,146709.18,14488.94,66598.01,2091.96,63530.27,36081.38,27445.88,3.01,conventional,2016,Indianapolis,October,0.09875960045581333,0.45394575854080843,0.014259230403986991,0.5679399756997727,0.43201264531065275,4.737898957457602e-5
1.39,150804.6,16855.29,68404.44,2557.07,62987.8,37497.61,25490.19,0,conventional,2016,Indianapolis,September,0.11176907070473978,0.4535965083293215,0.016956180381765544,0.5953154420379819,0.404684557962018,0
1.26,153211.68,16666.21,67688.59,2707.32,66149.56,40788.78,25360.78,0,conventional,2016,Indianapolis,September,0.10877897820844991,0.44179784465518557,0.017670454367447706,0.6166145322810915,0.38338546771890847,0
1.29,157333.39,17414.42,70736.72,3134.92,66047.33,44187.61,21859.72,0,conventional,2016,Indianapolis,September,0.11068483301605589,0.44959763467881797,0.01992533180655422,0.6690294672017779,0.33097053279822214,0
1.31,160672.02,17530.05,75640.39,3252.69,64248.89,47772.68,16371.21,105,conventional,2016,Indianapolis,September,0.10910455971114323,0.47077512313593867,0.020244283976762104,0.7435565034664412,0.25480922705435066,0.0016342694792081233
1.27,167401.86,13732.36,78138.81,2802.01,72728.68,49838.22,21877.06,1013.4,conventional,2016,Indianapolis,August,0.08203230238899378,0.46677384588199916,0.016738225011358895,0.685262265175169,0.30080375444735147,0.013933980377479697
1.3,160968.73,15022.11,73966.5,3405.65,68574.47,44089.82,24244.65,240,conventional,2016,Indianapolis,August,0.09332315661557372,0.4595085020550264,0.021157214820543096,0.6429480242428414,0.3535521309898567,0.0034998447673018837
1.27,169421.1,15863.47,79507.42,4255.36,69794.85,39950.23,28559.62,1285,conventional,2016,Indianapolis,August,0.09363337860514422,0.4692887721777275,0.02511706038976255,0.5723950979191158,0.409193801548395,0.018411100532489143
1.33,163338.94,20926.28,77899.46,5741.75,58771.45,36453.98,21522.19,795.28,conventional,2016,Indianapolis,August,0.12811568386570893,0.476919098409724,0.03515236476984606,0.6202668132230872,0.36620144645061503,0.013531740326297888
1.27,159573.77,16079.16,80211.44,6277.21,57005.96,34005.49,22328.62,671.85,conventional,2016,Indianapolis,July,0.1007631768053108,0.5026605563057137,0.03933735475448127,0.5965251703506089,0.3916892198640282,0.011785609785362795
1.2,178389.87,14627.32,82110.02,9886.51,71766.02,37248.18,29877.64,4640.2,conventional,2016,Indianapolis,July,0.0819963599951051,0.46028409572808143,0.05542080388309045,0.519022512325471,0.41632014705566783,0.06465734061886112
1.08,195710.39,15914.63,93315.97,9427.32,77052.47,39495.08,32642.41,4914.98,conventional,2016,Indianapolis,July,0.08131724636591853,0.47680641789125244,0.048169747145258866,0.5125738344273714,0.42363872306754086,0.06378744250508776
1.12,191786.29,15126.45,96588.25,9530.83,70540.76,39858.04,25082.88,5599.84,conventional,2016,Indianapolis,July,0.0788713833507077,0.5036243727327955,0.04969505380181242,0.5650355907704993,0.3555799512225273,0.07938445800697357
1.1,205562.64,15757.59,97347.96,9152.69,83304.4,47612.13,29634.22,6058.05,conventional,2016,Indianapolis,July,0.07665590401057312,0.4735683488011246,0.04452506544963618,0.5715440000768267,0.35573415089719157,0.07272184902598183
1.15,183555.06,14452.83,90386.24,15029.71,63686.28,41778.41,16248.62,5659.25,conventional,2016,Indianapolis,June,0.07873839054069116,0.49242031246646106,0.08188120774224365,0.656003302438139,0.2551353289907968,0.08886136857106429
1.13,193533.04,17469.3,91178.24,19044.12,65841.38,34458.27,25319.68,6063.43,conventional,2016,Indianapolis,June,0.09026520742918108,0.47112493039948117,0.09840242265610047,0.5233527912082037,0.3845557307577696,0.09209147803402662
1.12,186723.32,19442.51,89225.97,19115.07,58939.77,39160.04,13630.94,6148.79,conventional,2016,Indianapolis,June,0.10412470172445519,0.4778512400058011,0.10237109108814046,0.6644077504883376,0.23126897169771787,0.10432327781394465
1.05,208086.58,16444.14,100386.68,21893.15,69362.61,39935.76,23087.08,6339.77,conventional,2016,Indianapolis,June,0.07902547103229819,0.4824274588010433,0.10521173446168418,0.5757534210434123,0.33284618326790183,0.09140039568868588
1.01,210386.61,13152.88,109784.28,12495.73,74953.72,47279.19,24844.19,2830.34,conventional,2016,Indianapolis,May,0.06251766688003577,0.5218216121263611,0.05939413159421125,0.6307784323446521,0.3314603998307222,0.03776116782462565
0.87,214847.19,10857.82,105336.69,17819.68,80833,46352.36,29562.74,4917.9,conventional,2016,Indianapolis,May,0.050537407540680424,0.4902865613462294,0.08294118252140044,0.5734336224066904,0.36572612670567717,0.06084025088763252
0.88,212806.58,11249.01,98565.23,23505.68,79486.66,46726.38,27196.04,5564.24,conventional,2016,Indianapolis,May,0.05286025460302966,0.46316815015776297,0.11045560715274876,0.5878518483478863,0.34214596512169465,0.07000218653041906
0.93,228601.39,17356.36,106300.33,18838.87,86105.83,54973.21,27766.71,3365.91,conventional,2016,Indianapolis,May,0.07592412277108201,0.46500299057674144,0.0824092539419817,0.6384377225096141,0.3224718930181615,0.03909038447222447
0.92,207488.02,16727.66,106590.22,12071.46,72098.68,43567.48,26781.76,1749.44,conventional,2016,Indianapolis,May,0.08061988349977989,0.5137174666759073,0.05817906980846412,0.6042756954773653,0.3714597826201534,0.024264521902481434
0.95,217736.25,12802.85,116190.57,22243.74,66499.09,32258.42,30147.93,4092.74,conventional,2016,Indianapolis,April,0.058799809402430694,0.5336298847803248,0.10215910304324613,0.4850956607075375,0.45335853468070014,0.06154580461176236
0.97,218237.53,15361.33,113832.99,24253.28,64789.93,27683.11,33415.09,3691.73,conventional,2016,Indianapolis,April,0.07038812251953182,0.5216013487689308,0.11113248944853801,0.42727488669921393,0.5157451165636388,0.05697999673714727
1.07,168009.21,15421.4,84833.75,11125.19,56628.87,29065.55,26374.68,1188.64,conventional,2016,Indianapolis,April,0.0917890156140845,0.5049351163546332,0.06621773889657598,0.5132638175545441,0.46574618211523555,0.02099000033022026
0.99,154098.59,13073.15,73683.93,14509.1,52832.41,23047.8,26829.29,2955.32,conventional,2016,Indianapolis,April,0.08483627267452609,0.47816096175831324,0.09415465774216364,0.4362435860866464,0.5078187801767892,0.05593763373656435
0.99,195373.94,10457.51,103261.69,23242.76,58411.98,26546.73,27197.4,4667.85,conventional,2016,Indianapolis,March,0.05352561349789025,0.5285335905085397,0.11896550788708053,0.45447406508048516,0.4656133895820686,0.07991254533744618
1.12,168886.56,12095.89,91015.53,16824.67,48950.47,27044.14,18685.21,3221.12,conventional,2016,Indianapolis,March,0.07162138893704745,0.5389151747776733,0.09962113030190205,0.5524796799703864,0.3817166617603467,0.06580365826926687
1.03,179067.02,11923.34,97729.32,17713.83,51700.53,28612.6,19278.08,3809.85,conventional,2016,Indianapolis,March,0.06658590733234965,0.545769511325983,0.09892290607170434,0.5534295296392513,0.37287973643597083,0.07369073392477794
0.96,208283.71,11773.3,116609.91,24630.69,55269.81,26420.61,23929.03,4920.17,conventional,2016,Indianapolis,March,0.056525303875180635,0.5598609223928266,0.11825547950917525,0.4780296874550501,0.432949380502665,0.08902093204228494
0.99,188077.25,11031.35,107091.35,16742.17,53212.38,26221.88,23948.23,3042.27,conventional,2016,Indianapolis,February,0.05865329272945027,0.5694008711845798,0.08901751806770887,0.4927778084723894,0.45004996957474935,0.05717222195286135
1.03,153498.43,10806.76,91309.12,8892.49,42490.06,23611.07,17284.88,1594.11,conventional,2016,Indianapolis,February,0.07040306536034278,0.594853771468542,0.05793212347513913,0.5556845530460536,0.4067982017441256,0.03751724520982084
0.83,219871.64,13525.56,133956.97,15621.58,56767.53,27240.38,27220.07,2307.08,conventional,2016,Indianapolis,February,0.0615157098023192,0.6092507883235873,0.07104863546749367,0.4798584683885313,0.4795006934421843,0.040640838169284446
0.88,240237.26,13926.79,145591.86,27708.02,53010.59,24152.64,25269.26,3588.69,conventional,2016,Indianapolis,February,0.0579709825195309,0.6060336352487535,0.11533606402270821,0.4556191508149598,0.47668324385750094,0.06769760532753928
0.98,175610.18,8329.28,102864.26,22380.58,42036.06,20098.49,17062.82,4874.75,conventional,2016,Indianapolis,January,0.047430507730246624,0.5857533999452651,0.12744466180719138,0.4781249717504448,0.40590911707710003,0.11596591117245528
0.93,168035.39,1803.73,93613.73,23023.47,49594.46,23374.52,21450.63,4769.31,conventional,2016,Indianapolis,January,0.010734226879230618,0.5571072260432757,0.13701560129684587,0.47131312650646867,0.4325206888027413,0.09616618469079007
0.97,171404.92,5231.37,105606.63,12443.2,48123.72,26459.05,19618.46,2046.21,conventional,2016,Indianapolis,January,0.030520535816591494,0.6161236795303192,0.07259534907166025,0.5498130651578889,0.40766715457574765,0.042519780266363445
1,173238.2,4590.25,101117.07,18454.86,49076.02,25431.42,20246.87,3397.73,conventional,2016,Indianapolis,January,0.026496754180082682,0.5836880664887998,0.1065288140837298,0.5182046139845896,0.4125613690759764,0.06923401693943397
0.95,184669.77,5974.1,109973.31,25839.4,42882.96,15993.65,19313.43,7575.88,conventional,2016,Indianapolis,January,0.03235017837516124,0.595513331716393,0.13992219733635886,0.37296049526431946,0.4503753938627371,0.17666411087294348
0.81,187804.02,70779.81,31213.64,208.24,85602.33,30893.35,54708.98,0,conventional,2016,Jacksonville,December,0.376881229698917,0.16620325805592448,0.0011088154556010037,0.3608937981010563,0.6391062018989436,0
0.84,162502.3,49886.69,27329.12,104.17,85182.32,26270.21,58844.05,68.06,conventional,2016,Jacksonville,December,0.30699067028589755,0.168176819651168,6.410370807059347e-4,0.30839979469918166,0.6908012132095017,7.989920913166018e-4
1.17,116052.47,33585.82,18098.36,126.93,64241.36,27971.11,36270.25,0,conventional,2016,Jacksonville,December,0.2894020265143861,0.1559498044289794,0.0010937294139452612,0.4354065667351999,0.5645934332648002,0
0.89,206009.55,63726.26,35344.04,132.58,106806.67,33108.76,73697.91,0,conventional,2016,Jacksonville,December,0.30933643610211276,0.17156505608599215,6.435623979567938e-4,0.30998775638263043,0.6900122436173697,0
1.36,111672,32944.9,18661.82,94.55,59970.73,19808.01,40162.72,0,conventional,2016,Jacksonville,November,0.2950148649616735,0.1671127946127946,8.46675979654703e-4,0.33029462872971527,0.6697053712702846,0
1.36,117495.72,35506.8,19385.22,192.2,62411.5,22359.45,40052.05,0,conventional,2016,Jacksonville,November,0.30219653958459086,0.1649866054695439,0.0016358042658915575,0.358258494027543,0.641741505972457,0
1.31,140702.87,51958.36,22430.56,212.95,66101,26430.57,39670.43,0,conventional,2016,Jacksonville,November,0.36927718674110915,0.15941792800672794,0.0015134730371882251,0.3998512881802091,0.6001487118197909,0
1.41,127895.28,43990,21710.64,289.79,61904.85,16137.03,45767.82,0,conventional,2016,Jacksonville,November,0.3439532717704672,0.16975325438124064,0.0022658381138068585,0.2606747290398087,0.7393252709601913,0
1.41,115122.47,38168.39,20158.77,206.84,56588.47,13461.45,43127.02,0,conventional,2016,Jacksonville,October,0.33154596144436443,0.17510717065052547,0.0017966952932820153,0.23788326491244596,0.762116735087554,0
1.35,119840.12,42784.97,22755.49,212.19,54087.47,11698.99,42388.48,0,conventional,2016,Jacksonville,October,0.3570170824261525,0.18988206954398912,0.0017706090414462202,0.21629760090460876,0.7837023990953913,0
1.12,157329.41,48624.65,36096.39,228.23,72380.14,11681.16,60621.2,77.78,conventional,2016,Jacksonville,October,0.309062685736888,0.22943192884280186,0.0014506505808418145,0.1613862587168248,0.8375391371168942,0.0010746041662809715
1.31,135520.48,43060.49,35355.69,143.93,56960.37,16656.5,40303.87,0,conventional,2016,Jacksonville,October,0.3177415693923162,0.26088816981758034,0.0010620534992201915,0.29242260891212607,0.7075773910878739,0
1.31,159576.97,54429.42,29513.01,93.83,75540.71,23304.77,52235.94,0,conventional,2016,Jacksonville,October,0.34108568423125213,0.18494529630434767,5.87992114400969e-4,0.3085061022063467,0.6914938977936532,0
1.26,158194.1,58289.9,21092.67,145.41,78666.12,29683.13,48982.99,0,conventional,2016,Jacksonville,September,0.3684707583911157,0.13333411296628633,9.191872516105215e-4,0.37733054585633563,0.6226694541436644,0
1.05,175928.62,72171.22,27540.24,84.22,76132.94,23455.33,52677.61,0,conventional,2016,Jacksonville,September,0.41023012628644506,0.15654212486859728,4.7871687960719526e-4,0.30808385962764606,0.6919161403723539,0
1.1,150295.99,70095.71,23109.94,148.82,56941.52,22375.81,34565.71,0,conventional,2016,Jacksonville,September,0.4663844324788706,0.15376285155711739,9.901794452400227e-4,0.39296123461403915,0.6070387653859609,0
0.94,239246.03,128269.25,34369.64,158.3,76448.84,29049.1,47399.74,0,conventional,2016,Jacksonville,September,0.5361395129524197,0.14365814137020372,6.616619719875812e-4,0.3799809127254253,0.6200190872745748,0
1.14,177300.14,90634.98,32154.69,113.13,54397.34,29304.03,24543.31,550,conventional,2016,Jacksonville,August,0.5111951970257891,0.18135738640702706,6.380705621552244e-4,0.5387033630688559,0.45118584842567677,0.010110788505467363
1.11,189700.13,90679.27,36441.11,188.93,62390.82,34193.62,26027.2,2170,conventional,2016,Jacksonville,August,0.47801374727576623,0.1920984977711929,9.95940276899125e-4,0.5480553068544379,0.41716393533535867,0.03478075781020349
1.11,206617.11,98779.51,43133.24,217.88,64486.48,22538.59,39347.89,2600,conventional,2016,Jacksonville,August,0.47808000992754185,0.20875928426256665,0.001054510926031247,0.34950876524815744,0.610172705968755,0.04031852878308755
1.23,151751.97,70054.07,30914.44,331.08,50452.38,21944.34,24593.04,3915,conventional,2016,Jacksonville,August,0.4616353250636549,0.20371689408710805,0.0021817179704487527,0.43495153251442253,0.487450542471931,0.07759792501364654
1.23,152777.16,67403.11,31854.3,440.28,53079.47,25243.34,23054.74,4781.39,conventional,2016,Jacksonville,July,0.4411857767221226,0.20850171583239274,0.002881844380403458,0.47557633864844545,0.43434382445793074,0.09007983689362385
1.21,156316.92,69899.17,39377.77,493.57,46546.41,21263.41,21141.06,4141.94,conventional,2016,Jacksonville,July,0.4471631733787999,0.2519098380392858,0.003157495682489138,0.4568216968827456,0.45419313755883645,0.08898516555841791
1.22,165453.6,77112.26,34464.53,413.3,53463.51,25220.88,23917.91,4324.72,conventional,2016,Jacksonville,July,0.4660657731230991,0.20830329470014552,0.002497981307145931,0.4717400709381034,0.44736886897250105,0.08089106008939555
1.19,164680.49,78117.56,34028.17,680.44,51854.32,26529.02,19443.36,5881.94,conventional,2016,Jacksonville,July,0.4743583165194614,0.20663145950075812,0.004131879860206878,0.5116067475188181,0.3749612375593779,0.113432014921804
0.93,272150.68,137102.4,48698.98,1134.71,85214.59,37396.58,41823.01,5995,conventional,2016,Jacksonville,July,0.5037738652719883,0.17894123946337376,0.004169418206120227,0.438851844502215,0.4907963530658307,0.07035180243195444
1.19,159128.77,75055.08,31811.71,748.85,51513.13,24644.39,23012.91,3855.83,conventional,2016,Jacksonville,June,0.47166254097232074,0.1999117444318837,0.00470593721047426,0.47840987336626606,0.44673872467077813,0.07485140196295585
0.94,226775.36,115507.75,41557.3,1508.69,68201.62,23712.12,39989.5,4500,conventional,2016,Jacksonville,June,0.509348766991264,0.18325315413455856,0.006652795083204807,0.34767678539014174,0.5863423772045298,0.0659808374053285
1.2,151428.59,75763.72,28484.78,982.71,46197.38,20061.78,22605.6,3530,conventional,2016,Jacksonville,June,0.5003263914694048,0.18810701466612084,0.006489593543729094,0.4342622893332912,0.48932645098055344,0.07641125968615536
0.95,221144.08,124676.22,32124.3,784.2,63559.36,19483.21,40946.71,3129.44,conventional,2016,Jacksonville,June,0.5637782390557324,0.14526411921133048,0.003546104422058235,0.3065356542293692,0.6442278525145627,0.04923649325606803
0.92,242168.85,141300.92,36410.66,981.98,63475.29,22104.57,40394.05,976.67,conventional,2016,Jacksonville,May,0.5834809885747073,0.1503523677797537,0.004054939353265294,0.34823897614331495,0.6363744064816403,0.015386617375044681
1.17,160652.39,83011.39,27437.92,356.55,49846.53,20619.97,27239.89,1986.67,conventional,2016,Jacksonville,May,0.5167143171663988,0.17079061195417009,0.0022193880838000603,0.41366911598460315,0.5464751508279513,0.03985573318744555
0.79,257370.46,98256.73,59901.5,275.59,98936.64,19409.71,77620.26,1906.67,conventional,2016,Jacksonville,May,0.381771591036516,0.23274427065172903,0.0010707911078839429,0.19618323403746074,0.7845451391921132,0.019271626770426004
0.8,224519.56,113354.85,34526.39,280.48,76357.84,30053.56,46304.28,0,conventional,2016,Jacksonville,May,0.5048773924196182,0.15377898477976706,0.0012492452773379746,0.3935883990432417,0.6064116009567584,0
0.68,370646.01,169412.4,70592.24,248.56,130392.81,37625.8,92767.01,0,conventional,2016,Jacksonville,May,0.45707331369896576,0.19045730453162035,6.706129117645162e-4,0.2885573215271609,0.711442678472839,0
0.8,267225.58,104786.41,61113.12,134.35,101191.7,21102.41,79512.9,576.39,conventional,2016,Jacksonville,April,0.39212716836464534,0.22869487269893848,5.027587553556811e-4,0.20853894143492005,0.7857650380416575,0.005696020523422375
1,184827.45,88552.52,31279.51,185.37,64810.05,23218.07,41247.54,344.44,conventional,2016,Jacksonville,April,0.47910913665691973,0.16923627956778065,0.0010029354405960802,0.35824798777350114,0.6364374043840423,0.005314607842456532
0.8,261081.39,106314.87,54201.27,196.31,100368.94,19744.98,79967.02,656.94,conventional,2016,Jacksonville,April,0.4072096827736362,0.20760296243251958,7.519111185979207e-4,0.19672400645060115,0.7967307416019338,0.006545251947465023
1.01,181662.16,84765.99,27201.22,149.61,69545.34,27121.05,42424.29,0,conventional,2016,Jacksonville,April,0.4666133552524092,0.14973520077048516,8.23561714778686e-4,0.3899765246672171,0.6100234753327829,0
1.06,158322.64,70255.18,27911.77,402.32,59753.37,19304.31,40449.06,0,conventional,2016,Jacksonville,March,0.44374689557981084,0.1762967696849926,0.00254114004162639,0.32306646470316236,0.6769335352968375,0
1.07,140301.04,59970.41,26015.08,269.21,54046.34,19113.11,34933.23,0,conventional,2016,Jacksonville,March,0.42744095125738196,0.18542328695496485,0.0019188025976143866,0.35364300339301424,0.6463569966069859,0
0.81,241653.71,103139.77,47856.7,316.39,90340.85,18010.95,72329.9,0,conventional,2016,Jacksonville,March,0.4268081379756181,0.1980383417246108,0.0013092701949413482,0.19936662096936214,0.8006333790306377,0
1.06,155654.59,71185.02,26487.57,503.38,57478.62,17429.08,40049.54,0,conventional,2016,Jacksonville,March,0.45732682858886464,0.1701688976855742,0.003233955388016505,0.3032271825593586,0.6967728174406413,0
0.77,253489.72,108080.92,43494.21,217.74,101696.85,23364.69,78332.16,0,conventional,2016,Jacksonville,February,0.4263720043558374,0.17158175092859781,8.58969744414093e-4,0.22974841403642293,0.770251585963577,0
1.01,141335.89,63676.54,22329.28,211.65,55118.42,18439.32,36679.1,0,conventional,2016,Jacksonville,February,0.45053340662446034,0.15798733074804988,0.001497496495759145,0.33454006845624384,0.6654599315437562,0
0.95,151724.07,74835.5,23877.54,377.48,52633.55,20566.26,32067.29,0,conventional,2016,Jacksonville,February,0.4932341981071296,0.1573747659155202,0.002487937477553825,0.3907443066257168,0.6092556933742831,0
0.54,369757.62,191441.47,57532.08,594.02,120190.05,53302.46,66879.47,8.12,conventional,2016,Jacksonville,February,0.5177485456553945,0.15559403481664558,0.0016065118549821907,0.44348479761843845,0.5564476427125207,6.755966904082325e-5
1.04,151247.03,76816.44,21968.91,256.1,52205.58,21691.82,30513.76,0,conventional,2016,Jacksonville,January,0.5078872623151675,0.14525184395356391,0.0016932563898940695,0.4155076909403171,0.5844923090596829,0
0.93,192194.31,116713.78,18557.48,473.07,56449.98,27533.11,28916.87,0,conventional,2016,Jacksonville,January,0.6072696949248914,0.09655582415525205,0.0024614152208772464,0.4877434854715626,0.5122565145284373,0
1.21,118230.86,73496.53,9811.14,302.25,34620.94,21732.66,12888.28,0,conventional,2016,Jacksonville,January,0.621635755673265,0.08298290311006787,0.0025564391564097564,0.627731656044001,0.3722683439559989,0
0.95,181584.67,122360.29,10625.3,273.06,48326.02,20677.59,27648.43,0,conventional,2016,Jacksonville,January,0.6738470268442814,0.058514300794224525,0.0015037613031981167,0.42787694910526464,0.5721230508947355,0
1.09,148599.47,103296.4,8714.57,487.53,36100.97,20713.33,15387.64,0,conventional,2016,Jacksonville,January,0.6951330310935833,0.058644690993850786,0.003280832697451747,0.5737610374458083,0.42623896255419175,0
0.82,292038.68,107317.8,43301.69,7606.75,133812.44,54017.79,79794.65,0,conventional,2016,LasVegas,December,0.3674780340741165,0.14827381770113468,0.02604706335475835,0.4036828713384197,0.5963171286615803,0
0.81,297506.24,88443.43,49295.62,7072.79,152694.4,58263.7,94430.7,0,conventional,2016,LasVegas,December,0.2972826048959511,0.16569608758458312,0.02377358538765439,0.3815706404426095,0.6184293595573904,0
0.83,339328.92,83682.89,55352.63,6832.2,193461.2,68316.82,125144.38,0,conventional,2016,LasVegas,December,0.24661290290258786,0.16312382098171885,0.02013444654231063,0.35312930964968686,0.6468706903503131,0
0.91,315048.8,93963.93,56502.76,5327.06,159255.05,49383.72,109472.72,398.61,conventional,2016,LasVegas,December,0.29825198508929407,0.17934605686484126,0.016908682083537536,0.3100920190599922,0.6874050147860304,0.002502966153977535
0.86,255656.46,104641.27,41992.71,4857.37,104165.11,44172.65,59992.46,0,conventional,2016,LasVegas,November,0.4093042280253744,0.16425444520353602,0.01899959813258777,0.4240637772090866,0.5759362227909134,0
1.12,237141.08,94282.84,29776.1,5608.22,107473.92,54759.06,52714.86,0,conventional,2016,LasVegas,November,0.39758122042794103,0.12556280843454032,0.023649297709194883,0.5095102141989424,0.4904897858010576,0
1.1,259546.55,114475.73,32698.74,6683,105689.08,51797.1,53891.98,0,conventional,2016,LasVegas,November,0.44106049569913375,0.12598410574134006,0.025748752969361372,0.49008942078027357,0.5099105792197264,0
1.2,225301.45,84137.66,29997.69,8196.41,102969.69,52182.56,50534.35,252.78,conventional,2016,LasVegas,November,0.3734448224811691,0.13314468237998467,0.03637974811080887,0.5067759260030791,0.49076917683252225,0.002454897164398572
1.16,223089.05,79018.69,31778.97,7157.69,105133.7,42630.66,62503.04,0,conventional,2016,LasVegas,October,0.3542024586146205,0.14244970786329497,0.032084452374511435,0.4054899618295561,0.5945100381704439,0
1.13,254999.4,67268.17,48015.11,8491.64,131224.48,47831.39,83393.09,0,conventional,2016,LasVegas,October,0.26379736579772345,0.18829499206664801,0.03330062737402519,0.36450051088028695,0.635499489119713,0
